FOOD_ID,FOOD_NAME,FOOD_GROUP,FOOD_INTAKE,INTAKE_UNIT,FOOD_CAL,FOOD_PROTEIN,FOOD_CARBO,FOOD_PROVI,FOOD_SALT,FOOD_CHOLE
6023,아이스 요거트,아이스크림류,65,mL,112,1,5,11,25,-
6024,아이스 블루,아이스크림류,65,mL,64,0,5,11,2,-
6025,아이스 초코치노,아이스크림류,65,mL,150,2.8,5,11,50,-
6026,아이스 라떼,아이스크림류,65,mL,130,2.5,5,11,40,-
6027,아이스 바닐라,아이스크림류,65,mL,140,2.7,5,11,25,-
6028,아이스 바닐라,음료 및 차류,395,mL,20,1,5,11,6,-
6029,모닝콤보 오렌지 주스,음료 및 차류,240,mL,88,0,5,11,27,-
6030,아이스 맨하탄 드립 커피(R),음료 및 차류,460,mL,20,1,5,11,5,-
6031,아이스 맨하탄 드립 커피(S),음료 및 차류,355,mL,15,0,5,11,4,-
6032,첼시바이브 아메리카노 (S),음료 및 차류,310,mL,15,0,5,11,-,-
6033,첼시바이브 아이스아메리카노 (S),음료 및 차류,355,mL,10,1,5,11,-,-
6034,첼시바이브 아이스카페라떼 (S),음료 및 차류,330,mL,125,6,5,11,88,-
6035,첼시바이브 카푸치노 (S),음료 및 차류,255,mL,150,7,5,11,105,-
6036,첼시바이브 카페라떼 (S),음료 및 차류,290,mL,170,8,5,11,123,-
6037,연유 버터 라우겐,빵류,120,g,470,7,30,32,560,-
6038,볼매 연유크림 브레드,빵류,115,g,455,7,25,67,260,-
6039,옥수수 범벅,빵류,92,g,310,6,25,67,250,-
6040,고메 미트볼 고로케,빵류,120,g,350,7,25,67,310,-
6041,골든 고구마 패스트리,빵류,124,g,505,11,25,67,430,-
6042,반반모스,빵류,310,g,1680,59,25,67,630,-
6043,황금파이만주,빵류,58,g,305,4,25,67,200,-
6044,오리지날 뺑오레쟁,빵류,96,g,390,8,25,67,320,-
6045,바통쉬크레,빵류,130,g,595,10,25,67,430,-
6046,크리스피쇼콜라,빵류,104,g,515,7,25,67,320,-
6047,갈릭퐁당브레드 (소),빵류,160,g,615,10,25,67,580,-
6048,갈릭퐁당브레드 (대),빵류,310,g,1195,20,25,67,1110,-
6049,초코호두 브리오쉬,빵류,90,g,365,7,25,67,210,-
6050,흑미 찹쌀 토스트 식빵,빵류,380,g,1050,31,25,67,1710,-
6051,고메버터식빵,빵류,280,g,1035,25,25,67,1190,-
6052,통우유식빵,빵류,420,g,270,8,25,67,450,-
6053,통우유식빵(Half),빵류,210,g,225,6,25,67,380,-
6054,흑심 품은 맘모스 (소),빵류,155,g,535,13,25,67,310,-
6055,사르르 고구마 케이크 빵,빵류,128,g,385,7,25,67,260,-
6056,달콤한 흑당 꿀 도넛 (3개입),빵류,159,g,570,9,25,67,940,-
6057,베리베리 건강브레드 (소),빵류,95,g,280,7,25,67,400,-
6058,생크림 만난 마롱 브레드,빵류,110,g,455,9,25,67,360,-
6059,베리베리 건강브레드 (대),빵류,102,g,280,7,25,67,400,-
6060,초코칩트위스트,빵류,76,g,325,6,25,67,280,-
6061,고소하고 쫄깃한 찹쌀브레드,빵류,75,g,255,6,25,67,270,-
6062,슈크림소보로,빵류,114,g,510,10,25,67,330,-
6063,새콤달콤 유자파이,빵류,100,g,365,6,25,67,370,-
6064,라우겐(2개입),빵류,156,g,430,13,25,67,1070,-
6065,흑심 품은 맘모스 (대),빵류,310,g,1075,25,25,67,620,-
6066,생크림 듬뿍 망고 패스트리,빵류,100,g,330,5,25,67,200,-
6067,요거크림 듬뿍 블루베리 패스트리,빵류,90,g,325,5,25,67,210,-
6068,크림 듬뿍 파이슈,빵류,150,g,455,7,25,67,260,-
6069,NEW정통고로케,빵류,108,g,315,8,25,67,370,-
6070,NEW김치고로케,빵류,132,g,375,8,25,67,360,-
6071,NEW바베큐치킨고로케,빵류,114,g,360,9,25,67,380,-
6072,치킨마요브레드,빵류,125,g,365,15,25,67,600,-
6073,부추잡채고로케,빵류,110,g,320,6,25,67,350,-
6074,골든피치패스트리,빵류,140,g,405,8,25,67,290,-
6075,청포도패스트리,빵류,75,g,215,4,25,67,150,-
6076,TLJ 옥수수 듬뿍 옥수수식빵,빵류,342,g,950,25,25,67,1110,-
6077,소금버터빵,빵류,75,g,320,5,25,67,460,-
6078,빵속에리얼초코,빵류,76,g,200,5,25,67,180,-
6079,아몬드보스톡,빵류,70,g,300,5,25,67,160,-
6080,카라멜러스크,빵류,75,g,270,4,25,67,170,-
6081,NEW고소한후랑크소시지,빵류,91,g,285,11,25,67,550,-
6082,NEW어니언소시지포카치아,빵류,128,g,490,10,25,67,420,-
6083,크림가득 인절미 브레드,빵류,133,g,615,12,25,67,350,-
6084,오리지널뺑오쇼콜라,빵류,58,g,230,5,25,67,190,-
6085,NEW단팥소보로,빵류,110,g,410,11,25,67,260,-
6086,신선함이 가득한 11시 생크림식빵,빵류,82,g,240,7,25,67,440,-
6087,탕종법으로 만든 쫄깃한 식빵,빵류,78,g,170,5,25,67,310,-
6088,후레쉬 크림빵,빵류,76,g,265,6,25,67,300,-
6089,쫄깃한 찹쌀도넛,빵류,81,g,275,5,25,67,320,-
6090,호두 연유 바게트,빵류,213,g,750,18,25,67,980,-
6091,한입쏘옥 크림치즈파이,빵류,29,g,130,1,25,67,90,-
6092,오리지널 크라상,빵류,58,g,260,4,25,67,470,-
6093,프랑보아즈 아몬드 크라상,빵류,114,g,450,7,25,67,260,-
6094,밤이 듬뿍 맘모스(소),빵류,175,g,645,11,25,67,300,-
6095,통큰양파빵,빵류,186,g,605,17,25,67,810,-
6096,퀸즈 브리오쉬 브레드,빵류,254,g,885,19,25,67,910,-
6097,담백하고쫄깃한탕종브레드,빵류,77,g,165,5,25,67,300,-
6098,핫도그패스트리,빵류,127,g,345,13,25,67,790,-
6099,밤이 듬뿍 맘모스(대),빵류,350,g,1290,23,25,67,610,-
6100,오리지널 생크림 크라상,빵류,71,g,305,4,25,67,250,-
6101,카페모카빵(소),빵류,128,g,460,10,25,67,380,-
6102,스윗 갈릭킹,빵류,100,g,405,5,25,67,350,-
6103,"겉은바삭, 속은 촉촉한 플레인스콘",빵류,67,g,295,6,25,67,240,-
6104,"겉은바삭, 속은 촉촉한 쇼콜라스콘",빵류,67,g,300,6,25,67,220,-
6105,낙엽소시지브레드,빵류,133,g,360,13,25,67,650,-
6106,동글동글순치즈,빵류,106,g,310,7,25,67,330,-
6107,카페 카야번,빵류,90,g,330,7,25,67,300,-
6108,순우유브레드,빵류,114,g,435,10,25,67,460,-
6109,뉴패스트리도넛,빵류,49,g,190,3,25,67,210,-
6110,맘모스빵 (소),빵류,130,g,450,9,25,67,460,-
6111,땅콩크림밀크브레드,빵류,71,g,260,6,25,67,230,-
6112,허니밀크브레드,빵류,242,g,875,18,25,67,860,-
6113,순꿀 호떡,빵류,71,g,210,4,25,67,170,-
6114,추억의 옥수수소보로,빵류,109,g,405,9,25,67,320,-
6115,NEW 빵 속에 순치즈,빵류,82,g,240,6,25,67,310,-
6116,한겹한겹 촉촉한 밀크브레드,빵류,128,g,445,10,25,67,420,-
6117,NEW 빵 속에 순우유,빵류,73,g,185,5,25,67,250,-
6118,순 애플링,빵류,173,g,555,13,25,67,580,-
6119,쫄깃한 치즈스틱,빵류,57,g,210,4,25,67,350,-
6120,크랜베리애플크림치즈,빵류,82,g,240,5,25,67,300,-
6121,겹겹이 밀크롤인,빵류,20,g,63,2,25,67,58,-
6122,크림치즈브레드,빵류,76,g,245,6,25,67,320,-
6123,잡곡고구마찹쌀브레드,빵류,256,g,695,16,25,67,840,-
6124,메론빵,빵류,72,g,260,6,25,67,250,-
6125,NEW 블루베리 크림치즈,빵류,79,g,235,6,25,67,320,-
6126,카페모카빵(대),빵류,257,g,925,21,25,67,760,-
6127,단팥앙금롤브레드,빵류,280,g,925,25,25,67,700,-
6128,동글동글순우유롤,빵류,345,g,1250,26,25,67,1340,-
6129,부드러운후레쉬크림샌드빵,빵류,71,g,275,4,25,67,280,-
6130,깨찰빵,빵류,48,g,180,2,25,67,210,-
6131,맘모스빵(대),빵류,250,g,860,17,25,67,890,-
6132,진짜고소한땅콩크림빵,빵류,49,g,350,9,25,67,240,-
6133,호두가오독오독씹히는단팥빵,빵류,107,g,435,11,25,67,300,-
6134,땅콩크림소보로,빵류,102,g,465,8,25,67,290,-
6135,연유크림만난단팥빵,빵류,105,g,340,9,25,67,320,-
6136,행복한바나나,빵류,76,g,240,6,25,67,270,-
6137,초코가나슈크림빵,빵류,76,g,270,5,25,67,260,-
6138,슈크림빵,빵류,85,g,260,6,25,67,220,-
6139,단팥빵,빵류,86,g,265,7,25,67,270,-
6140,소보로빵,빵류,76,g,315,6,25,67,260,-
6141,완두앙금빵,빵류,80,g,255,5,25,67,230,-
6142,초코소라빵,빵류,68,g,245,4,25,67,220,-
6143,까까웨뜨,빵류,79,g,325,5,25,67,220,-
6144,더블초코칩쿠키,과자류,36,g,160,0.7,25,67,95,-
6145,청키초코칩쿠키,과자류,36,g,155,0.7,25,67,95,-
6146,피넛버터쿠키,과자류,36,g,175,0.7,25,67,100,-
6147,겹겹이 치즈스틱,빵류,20,g,64,2,25,67,72,-
6148,띠띠뽀띠띠뽀미니샌드피넛,빵류,65,g,215,5,25,67,290,-
6149,띠띠뽀띠띠뽀미니샌드스트로베리,빵류,65,g,215,5,25,67,290,-
6150,팥과 크림이 꽉찬 크리미 단팥,빵류,90,g,305,5,25,67,190,-
6151,한입두입미니단팥빵,빵류,160,g,516,13,25,67,524,-
6152,TLJ 옥수수식빵,빵류,513,g,1425,38,25,67,1670,-
6153,진한두유검은콩식빵,빵류,74,g,225,7,25,67,420,-
6154,모카패스트리식빵,빵류,72,g,250,6,25,67,260,-
6155,호박패스트리식빵,빵류,341,g,1285,29,25,67,1770,-
6156,롤치즈식빵,빵류,78,g,235,8,25,67,400,-
6157,밤식빵,빵류,460,g,1440,28,25,67,1140,-
6158,데니쉬식빵,빵류,72,g,260,5,25,67,320,-
6159,딸기잼 듬뿍 미니식빵,빵류,295,g,890,19,25,67,930,-
6160,순수한맛 순우유식빵,빵류,82,g,230,7,25,67,410,-
6161,순수한맛 순우유롤(봉),빵류,92,g,295,8,25,67,440,-
6162,데일리 우유식빵,빵류,100,g,280,8,25,67,420,-
6163,열두가지 곡물식빵,빵류,100,g,290,10,25,67,480,-
6164,바로굽는 토스트식빵,빵류,100,g,310,8,25,67,430,-
6165,담백한 모닝식빵,빵류,100,g,280,10,25,67,460,-
6166,호박검은깨식빵,빵류,100,g,290,9,25,67,430,-
6167,깨찰도넛,빵류,56,g,215,2,25,67,200,-
6168,프리미엄단팥도넛,빵류,108,g,430,8,25,67,300,-
6169,렛츠트위스트,빵류,48,g,165,3,25,67,240,-
6170,옥수수트위스트,빵류,76,g,255,5,25,67,230,-
6171,엄마랑장볼때먹던 그때그도나쓰,빵류,135,g,435,5,25,67,640,-
6172,슈거글레이즈드도넛,빵류,50,g,175,3,25,67,180,-
6173,딸기마카롱도넛,빵류,52,g,225,4,25,67,160,-
6174,롱스틱초코도넛,빵류,95,g,330,6,25,67,230,-
6175,초코마카롱도넛,빵류,52,g,215,4,25,67,170,-
6176,바바리안크림도넛,빵류,62,g,175,3,25,67,210,-
6177,스트로베리쨈도넛,빵류,62,g,180,3,25,67,210,-
6178,깜파뉴속의리얼초코,빵류,130,g,390,9,25,67,460,-
6179,몽블랑패스트리,빵류,88,g,330,6,25,67,380,-
6180,크림치즈데니쉬,빵류,75,g,305,6,25,67,250,-
6181,NEW 파이스틱,빵류,40,g,170,2,25,67,120,-
6182,고구마파이,빵류,86,g,285,5,25,67,250,-
6183,밤패스트리,빵류,162,g,530,10,25,67,620,-
6184,에그타르트,빵류,45,g,145,2,25,67,70,-
6185,블랙올리브치즈브레드,빵류,86,g,255,8,25,67,530,-
6186,바게트토스트,빵류,83,g,240,8,25,67,350,-
6187,건포도빵,빵류,78,g,245,6,25,67,350,-
6188,진한초콜릿깜파뉴,빵류,74,g,195,5,25,67,300,-
6189,순꿀 바게트,빵류,100,g,295,8,25,67,430,-
6190,프랑스바게트,빵류,89,g,230,9,25,67,510,-
6191,마늘스틱,빵류,42,g,170,3,25,67,250,-
6192,호두바게트,빵류,137,g,455,14,25,67,740,-
6193,플레인베이글,빵류,105,g,295,12,25,67,440,-
6194,블루베리베이글,빵류,105,g,320,11,25,67,340,-
6195,어니언베이글,빵류,105,g,305,11,25,67,440,-
6196,통밀빵,빵류,250,g,765,19,25,67,770,-
6197,미니치즈롤,빵류,18,g,50,2,25,67,105,-
6198,치즈듬뿍 순꿀꽃,빵류,180,g,540,22,25,67,810,-
6199,소시지카레양파빵,빵류,124,g,335,13,25,67,550,-
6200,미니데니쉬,빵류,25,g,100,2,25,67,80,-
6201,사각후랑크패스트리,빵류,53,g,215,4,25,67,180,-
6202,감자 베이컨 롤,빵류,95,g,270,8,25,67,330,-
6203,추억의 사라다 고로케,빵류,127,g,355,6,25,67,380,-
6204,미니햄치즈롤(봉),빵류,208,g,555,22,25,67,1370,-
6205,트윈에그브레드,빵류,105,g,250,11,25,67,410,-
6206,피자토스트,빵류,101,g,245,11,25,67,510,-
6207,쫄깃한피자빵,빵류,107,g,235,7,25,67,330,-
6208,폭신폭신모닝롤,빵류,180,g,750,19,25,67,980,-
6209,후랑크패스트리,빵류,104,g,425,9,25,67,350,-
6210,사르르 초코 생크림 쉬폰,빵류,396,g,1130,13,25,67,320,-
6211,"4랑해, 나도",빵류,673,g,1920,25,25,67,590,-
6212,우리유자 롤케이크,빵류,100,g,370,6,25,67,141,-
6213,볼빨간 사과 생크림,빵류,542,g,1475,16,25,67,580,-
6214,부드러운 고구마 라떼 케이크,빵류,832,g,2530,40,25,67,620,-
6215,진한 우유 생크림 케이크 1호,빵류,810,g,1420,25,25,67,570,-
6216,크레이프 케이크,빵류,74,g,200,5,25,67,50,-
6217,진한 우유 생크림 케이크 2호,빵류,1021,g,1580,30,25,67,710,-
6218,바닐라 초코 하트,빵류,79,g,255,4,25,67,60,-
6219,떠먹는 쿠키앤크림 볼,빵류,70,g,245,3,25,67,95,-
6220,러브 블루베리 케이크,빵류,58,g,250,2,25,67,18,-
6221,클래식모카케이크,빵류,70,g,280,4,25,67,65,-
6222,흑당 카스테라,빵류,100,g,1519,7,25,67,100,-
6223,사르르~ 생크림 쉬폰,빵류,333,g,940,11,25,67,260,-
6224,생크림케이크1호C,빵류,562,g,1535,23,25,67,480,-
6225,생크림케이크1호A,빵류,500,g,1310,16,25,67,330,-
6226,생크림케이크2호E,빵류,705,g,2025,32,25,67,680,-
6227,생크림케이크2호D,빵류,717,g,1960,31,25,67,680,-
6228,오!해피 복숭아 케이크,빵류,72,g,205,3,25,67,90,-
6229,유자레몬마카롱,과자류,25,g,95,2,25,67,15,-
6230,채석장에 간 띠띠뽀와 디젤,빵류,100,g,350,5,25,67,150,-
6231,브라우니 쿠키샌드,빵류,56,g,266,4,25,67,141,-
6232,띠띠뽀의 기차마을,빵류,770,g,3095,5,25,67,160,-
6233,클래식 롤케이크,빵류,100,g,360,6,25,67,250,-
6234,클래식 딸기잼 롤케이크,빵류,100,g,315,6,25,67,260,-
6235,블루베리 더블크림 롤케이크,빵류,100,g,385,6,25,67,280,-
6236,그랑드카페모카 롤케이크,빵류,100,g,375,6,25,67,260,-
6237,더블초코 롤케이크,빵류,100,g,383,7,25,67,141,-
6238,제주첫물녹차 롤케이크,빵류,100,g,365,6,25,67,240,-
6239,허니월넛 롤케이크,빵류,100,g,390,7,25,67,290,-
6240,달콤 밤만주,빵류,54,g,171,4,25,67,54,-
6241,우리 유자 카스테라,빵류,100,g,310,7,25,67,102,-
6242,생크림케이크1호B,빵류,460,g,1345,21,25,67,470,-
6243,생크림케이크1호D,빵류,547,g,1460,23,25,67,480,-
6244,생크림케이크2호C,빵류,778,g,2155,32,25,67,680,-
6245,클래식 파운드,빵류,100,g,450,6,25,67,217,-
6246,호두 파운드,빵류,100,g,484,7,25,67,223,-
6247,클래식 카스테라,빵류,100,g,306,8,25,67,189,-
6248,제주 첫물녹차 카스테라,빵류,100,g,296,8,25,67,194,-
6249,생크림케이크3호B,빵류,889,g,2570,40,25,67,880,-
6250,생크림케이크3호C,빵류,970,g,2650,41,25,67,900,-
6251,초코쉬폰2호B,빵류,638,g,2185,26,25,67,730,-
6252,그린티쉬폰2호B,빵류,698,g,2115,25,25,67,610,-
6253,블루베리쉬폰2호B,빵류,705,g,2220,25,25,67,610,-
6254,초코생크림케이크1호,빵류,556,g,1620,21,25,67,590,-
6255,초코생크림케이크2호,빵류,798,g,2315,31,25,67,870,-
6256,블루베리하트케이크,빵류,619,g,1970,23,25,67,300,-
6257,생크림케이크2호A,빵류,719,g,2000,32,25,67,680,-
6258,생크림케이크3호A,빵류,973,g,2710,42,25,67,900,-
6259,초코쉬폰2호A,빵류,616,g,2090,26,25,67,660,-
6260,그린티쉬폰2호A,빵류,664,g,2045,26,25,67,660,-
6261,블루베리쉬폰2호A,빵류,667,g,2015,25,25,67,650,-
6262,초코생크림케이크3호,빵류,1019,g,3090,42,25,67,1170,-
6263,요거딸기생크림케이크,빵류,717,g,1930,26,25,67,670,-
6264,순매직베리케이크,빵류,921,g,2660,32,25,67,820,-
6265,순매직딸기케이크,빵류,1022,g,2570,24,25,67,410,-
6266,스윗소원상자,빵류,622,g,1485,23,25,67,450,-
6267,티라미수 타르트,빵류,40,g,155,3,25,67,95,-
6268,유자 치즈 케이크,빵류,800,g,2315,42,25,67,980,-
6269,진한 치즈 & 달콤한 고구마 케이크,빵류,79,g,220,3,25,67,100,-
6270,클라우드 쉬폰,빵류,89,g,260,6,25,67,85,-
6271,더블초코마카롱,과자류,25,g,110,1,25,67,15,-
6272,솔티드카라멜마카롱,과자류,25,g,105,1,25,67,25,-
6273,행복하면 돼지,빵류,542,g,1630,19,25,67,560,-
6274,까망쿠키 치즈케이크,빵류,80,g,300,4,25,67,150,-
6275,쇼콜라갸또(조각),빵류,82,g,285,4,25,67,210,-
6276,순우유딸기무스(조각),빵류,66,g,155,1,25,67,60,-
6277,스트로베리 치즈 스퀘어,빵류,646,g,1555,23,25,67,490,-
6278,골든애플롤,빵류,100,g,355,6,25,67,220,-
6279,몽블랑 마카롱,과자류,23,g,85,1,25,67,5,-
6280,티라미수 마카롱,과자류,25,g,100,1,25,67,20,-
6281,수플레치즈타임,빵류,175,g,519,27,25,67,179,-
6282,즐거운 초코바나나 케이크,빵류,63,g,225,2,25,67,90,-
6283,초코 골드 레이어 케이크,빵류,58,g,220,3,25,67,60,-
6284,촉촉한초코타임,빵류,195,g,913,12,25,67,255,-
6285,행복한 플라워하트 케이크,빵류,55,g,205,2,25,67,60,-
6286,스윗마들렌(마들렌),빵류,60,g,72,1,25,67,17,-
6287,스윗마들렌(레드벨벳마들렌),빵류,15,g,71,1,25,67,16,-
6288,스윗마들렌(초코마들렌),빵류,15,g,72,1,25,67,19,-
6289,크림치즈타르트,빵류,40,g,190,3,25,67,70,-
6290,쁘띠 복숭아 케이크,빵류,136,g,350,5,25,67,180,-
6291,쁘띠 한라봉&오렌지 케이크,빵류,145,g,355,5,25,67,160,-
6292,오! 해피 한라봉&오렌지 케이크,빵류,75,g,185,3,25,67,75,-
6293,클라우드 스트로베리 치즈케이크,빵류,77,g,315,3,25,67,110,-
6294,쇼콜라 갸또,빵류,71,g,265,3,25,67,105,-
6295,트윙클 초코별 케이크,빵류,71,g,270,3,25,67,110,-
6296,더블 초코 스퀘어,빵류,67,g,240,3,25,67,90,-
6297,러브 브라우니 초코케이크,빵류,62,g,245,3,25,67,90,-
6298,고구마 케이크 1호,빵류,78,g,180,3,25,67,50,-
6299,고구마 케이크 2호,빵류,77,g,180,3,25,67,45,-
6300,고구마 케이크 3호,빵류,73,g,165,3,25,67,45,-
6301,엔젤 프레즈 쉬폰,빵류,73,g,385,2,25,67,65,-
6302,모찌모찌 그린티,빵류,65,g,250,3,25,67,105,-
6303,마카롱 판타지아,과자류,56,g,225,2,25,67,75,-
6304,케이크속에순우유 (조각),빵류,71,g,205,3,25,67,80,-
6305,쇼콜라더롤라운드케이크,빵류,76,g,295,4,25,67,60,-
6306,커피향가득한카페티라미수,빵류,69,g,145,2,25,67,60,-
6307,정말 진한 순치즈 케이크,빵류,74,g,225,3,25,67,130,-
6308,티라미수롤,빵류,100,g,330,6,25,67,195,-
6309,곰돌이와함께하는파티케이크,빵류,54,g,225,2,25,67,45,-
6310,클래식치즈케이크3호,빵류,70,g,190,4,25,67,150,-
6311,마스카포네티라미수,빵류,72,g,215,4,25,67,25,-
6312,아이스박스케이크,빵류,72,g,270,3,25,67,115,-
6313,케이크속에순우유,빵류,79,g,250,4,25,67,90,-
6314,고구마티라미스를만나다,빵류,77,g,230,3,25,67,65,-
6315,클래식녹차케이크(대),빵류,62,g,245,3,25,67,100,-
6316,사랑을전하는가나슈케익,빵류,64,g,250,6,25,67,120,-
6317,달콤화이트초코케익3호,빵류,66,g,240,3,25,67,90,-
6318,순우유딸기무스,빵류,77,g,195,3,25,67,75,-
6319,스위트러브초코,빵류,60,g,230,2,25,67,80,-
6320,호두파이,빵류,66,g,275,6,25,67,65,-
6321,진한초코케이크,빵류,67,g,185,2,25,67,70,-
6322,생크림케이크5호B,빵류,70,g,195,3,25,67,65,-
6323,티라미슈B,빵류,75,g,215,3,25,67,75,-
6324,딸기티라미슈A,빵류,73,g,205,3,25,67,100,-
6325,클래식치즈케이크1호,빵류,78,g,165,4,25,67,140,-
6326,생크림케이크 6호B,빵류,72,g,195,3,25,67,65,-
6327,생크림케이크4호E,빵류,73,g,190,3,25,67,70,-
6328,"생크림2단케익(5호,3호)",빵류,70,g,220,4,25,67,75,-
6329,달콤화이트초코케이크5호,빵류,71,g,240,4,25,67,95,-
6330,러브스트로베리케이크,빵류,61,g,235,2,25,67,75,-
6331,하트앤하트케이크,빵류,47,g,225,2,25,67,65,-
6332,러브앤초코케이크,빵류,66,g,250,3,25,67,95,-
6333,로맨틱홀리데이,빵류,68,g,265,3,25,67,90,-
6334,클래식녹차케이크,빵류,56,g,285,3,25,67,80,-
6335,달콤밀크초코케익4호,빵류,69,g,225,3,25,67,115,-
6336,생크림케이크6호A,빵류,72,g,195,3,25,67,65,-
6337,생크림케이크5호A,빵류,72,g,190,3,25,67,65,-
6338,생크림케이크4호C,빵류,70,g,195,3,25,67,65,-
6339,생크림케이크4호A,빵류,70,g,200,3,25,67,70,-
6340,다크초코스퀘어,빵류,59,g,225,3,25,67,100,-
6341,우리쌀케익,빵류,55,g,265,4,25,67,95,-
6342,카페플라워,빵류,73,g,245,3,25,67,655,-
6343,천사가전하는달콤초코하트케이크,빵류,60,g,225,3,25,67,75,-
6344,하트를듬뿍담은쇼콜라스퀘어,빵류,71,g,260,4,25,67,130,-
6345,초코패밀리케익5호,빵류,70,g,275,4,25,67,120,-
6346,클래식녹차케이크 피스,빵류,60,g,240,3,25,67,105,-
6347,정말진한초코케이크피스,빵류,85,g,235,3,25,67,90,-
6348,고구마케이크(조각),빵류,115,g,315,4,25,67,75,-
6349,클래식치즈케이크(조각),빵류,77,g,210,5,25,67,210,-
6350,초코티라미수(조각),빵류,85,g,265,4,25,67,170,-
6351,마스카포네티라미수피스,빵류,73,g,220,4,25,67,25,-
6352,6호 3단 웨딩케익,빵류,59,g,240,3,25,67,80,-
6353,디어마이프린세스,빵류,56,g,230,3,25,67,75,-
6354,6호 3단 화이트케이크,빵류,61,g,255,3,25,67,80,-
6355,6호2단화이트케이크(다리포함),빵류,60,g,245,3,25,67,85,-
6356,6호 2단 화이트케이크,빵류,60,g,245,3,25,67,85,-
6357,new 6호 3단 화이트케이크(다리포함),빵류,64,g,260,3,25,67,85,-
6358,5호 2단 초콜릿 케이크,빵류,71,g,260,3,25,67,110,-
6359,뚜레쥬르 휭거마드레느,빵류,13,g,60,1,25,67,20,-
6360,바닐라마카롱,과자류,17,g,85,1,25,67,10,-
6361,패션마카롱,과자류,17,g,70,1,25,67,10,-
6362,산딸기마카롱,과자류,17,g,75,1,25,67,10,-
6363,블루베리마카롱,과자류,17,g,70,1,25,67,10,-
6364,녹차마카롱,과자류,17,g,90,1,25,67,10,-
6365,초코마카롱,과자류,17,g,85,1,25,67,10,-
6366,부드럽고촉촉한고구마케이크,빵류,75,g,231,5,25,67,80,-
6367,부드럽고촉촉한치즈케이크,빵류,70,g,245,4,25,67,86,-
6368,미니호두파이,빵류,110,g,490,10,25,67,105,-
6369,녹차카스테라,빵류,50,g,140,3,25,67,35,-
6370,허니 카스테라,빵류,50,g,140,3,25,67,35,-
6371,부드러운 카스테라,빵류,95,g,320,11,25,67,50,-
6372,베이비슈,빵류,36,g,95,1,25,67,15,-
6373,한컵의부드러움초코쉬폰,빵류,60,g,200,4,25,67,130,-
6374,한컵의부드러움우유쉬폰,빵류,60,g,205,4,25,67,115,-
6375,쁘띠치즈머핀,빵류,70,g,290,5,25,67,80,-
6376,쁘띠초코머핀,빵류,70,g,260,4,25,67,120,-
6377,휭거마드레느(낱개),빵류,13,g,60,1,25,67,20,-
6378,리얼브라우니,빵류,100,g,325,5,25,67,95,-
6379,떠먹는 쁘띠 티라미수,빵류,99,g,325,4,25,67,70,-
6380,맛있게 뜯어먹는 순우유 쉬폰,빵류,62,g,200,4,25,67,120,-
6381,BBQ 치킨 치아바타,빵류,192,g,605,19,25,67,700,-
6382,쉬림프카츠 샌드위치,빵류,220,g,435,13,25,67,690,-
6383,추억의 옛날토스트,빵류,151,g,390,11,25,67,640,-
6384,프리미엄 매콤 치킨버거,빵류,170,g,480,17,25,67,640,-
6385,통밀 크랜베리치킨 샌드위치,빵류,130,g,290,14,25,67,430,-
6386,단호박 새송이 샌드위치,빵류,250,g,400,10,25,67,480,-
6387,크랜베리치킨패스트리,빵류,204,g,445,25,25,67,680,-
6388,치즈어니언치킨샌드위치,빵류,123,g,290,13,25,67,510,-
6389,단호박 호두강정 샌드위치,빵류,128,g,305,6,25,67,310,-
6390,통밀 크랜베리치킨 & 단호박 호두강정 샌드위치,빵류,129,g,295,10,25,67,360,-
6391,단호박 호두강정 & 뉴통밀후레쉬 샌드위치,빵류,216,g,300,8,25,67,430,-
6392,크랜베리치킨 & 아삭햄치즈 패스트리,빵류,208,g,450,19,25,67,730,-
6393,베이컨에그브리오쉬,빵류,135,g,355,14,25,67,740,-
6394,스크램블에그브리오쉬,빵류,122,g,285,10,25,67,520,-
6395,그릴드 떡갈비 샌드위치,빵류,193,g,295,12,25,67,700,-
6396,브레드 브륄레,빵류,243,g,653,16,25,67,810,-
6397,햄치즈 토스트,빵류,249,g,595,31,25,67,1230,-
6398,치킨 클럽 퀘사디아,빵류,216,g,520,18,25,67,1180,-
6399,치킨텐더 밸런스 랩,빵류,233,g,545,16,25,67,860,-
6400,담백한 프로슈토 샌드위치,빵류,176,g,400,21,25,67,970,-
6401,신선한 바질페스토 샌드위치,빵류,84,g,240,11,25,67,340,-
6402,바질치킨 통밀 샌드위치,빵류,180,g,375,12,25,67,500,-
6403,브리치즈 크라상 샌드위치,빵류,101,g,320,13,25,67,630,-
6404,싱그러운 치킨텐더 그린 랩,빵류,270,g,500,19,25,67,790,-
6405,바질페스토마요 스프레드,기타,30,g,185,0.7,25,67,130,-
6406,비프 불고기 샌드위치,빵류,215,g,435,21,25,67,880,-
6407,리얼미트 칠리핫도그,빵류,145,g,370,14,25,67,870,-
6408,몬테 크리스토,빵류,237,g,660,20,25,67,1470,-
6409,프리미엄 크래미샌드위치,빵류,226,g,510,17,25,67,880,-
6410,로제치킨 밸런스 샌드위치,빵류,300,g,610,23,25,67,1220,-
6411,상큼발랄 밸런스 박스,기타,289,g,265,9,25,67,490,-
6412,에그쉬림프 샌드위치,빵류,224,g,485,17,25,67,850,-
